age,gender,weight,height,max_bpm,avg_bpm,resting_bpm,session_duration,calories_burned,workout_type,water_intake,workout_frequency,experience_level,bmi,age_category,weight_category,bmi_category
51.0,Female,44.8,1.63,198.0,137.0,69.0,1.08,666.0,Yoga,2.1,4.0,2.0,16.86,50-100,40-59,under weight
22.0,Male,96.3,1.63,180.0,162.0,62.0,1.35,1203.0,Cardio,2.4,4.0,2.0,36.25,0-29,80-99,obesity
33.0,Female,45.9,1.5,189.0,144.0,62.0,0.92,662.0,Yoga,1.7,3.0,1.0,20.4,30-39,40-59,healthy
50.0,Male,89.6,1.68,182.0,139.0,74.0,1.79,1232.0,Cardio,3.5,5.0,3.0,31.75,50-100,80-99,obesity
45.0,Female,71.2,1.68,172.0,144.0,63.0,1.37,888.0,Strength,1.6,3.0,1.0,25.23,40-49,60-79,overweight
25.0,Male,76.5,1.96,180.0,120.0,59.0,0.67,442.0,Strength,2.3,3.0,1.0,19.91,0-29,60-79,healthy
45.0,Female,57.2,1.55,194.0,121.0,58.0,1.67,909.0,Cardio,2.7,5.0,3.0,23.81,40-49,40-59,healthy
31.0,Female,63.1,1.64,184.0,125.0,51.0,1.54,962.0,Cardio,2.7,4.0,3.0,23.46,30-39,60-79,healthy
57.0,Male,112.5,1.61,195.0,165.0,61.0,1.24,1013.0,Cardio,2.7,3.0,2.0,43.4,50-100,100-130,sever obesity
34.0,Female,56.2,1.77,192.0,138.0,59.0,1.81,1249.0,Cardio,2.7,5.0,3.0,17.94,30-39,40-59,under weight
39.0,Female,68.6,1.64,162.0,154.0,53.0,1.33,1024.0,Cardio,1.5,3.0,2.0,25.51,30-39,60-79,overweight
56.0,Male,58.7,1.86,187.0,159.0,65.0,1.09,858.0,Cardio,3.3,3.0,2.0,16.97,50-100,40-59,under weight
38.0,Male,46.9,1.74,198.0,167.0,64.0,1.03,946.0,Strength,2.6,4.0,2.0,15.49,30-39,40-59,under weight
58.0,Male,82.2,1.87,171.0,143.0,55.0,1.57,1111.0,HIIT,3.5,4.0,3.0,23.51,50-100,80-99,healthy
43.0,Female,53.8,1.72,173.0,160.0,71.0,1.03,742.0,Strength,2.3,4.0,2.0,18.19,40-49,40-59,under weight
27.0,Male,61.6,1.8,169.0,144.0,72.0,1.48,1172.0,Yoga,3.1,2.0,1.0,19.01,0-29,60-79,healthy
23.0,Male,121.3,1.85,196.0,167.0,53.0,0.72,661.0,Yoga,3.6,2.0,1.0,35.44,0-29,100-130,obesity
53.0,Male,115.4,1.92,193.0,161.0,50.0,1.36,1084.0,Yoga,2.2,4.0,2.0,31.3,50-100,100-130,obesity
52.0,Female,70.6,1.58,181.0,164.0,67.0,1.02,753.0,HIIT,2.0,3.0,2.0,28.28,50-100,60-79,overweight
50.0,Female,61.6,1.75,192.0,166.0,74.0,1.22,911.0,Strength,2.2,4.0,2.0,20.11,50-100,60-79,healthy
58.0,Female,63.0,1.78,176.0,154.0,73.0,1.58,1095.0,HIIT,2.7,4.0,3.0,19.88,50-100,60-79,healthy
21.0,Male,93.7,1.73,186.0,146.0,72.0,1.0,803.0,Cardio,3.6,2.0,1.0,31.31,0-29,80-99,obesity
40.0,Female,52.6,1.66,198.0,120.0,71.0,1.27,762.0,Strength,1.7,3.0,2.0,19.09,40-49,40-59,healthy
37.0,Male,76.3,1.77,180.0,128.0,57.0,1.36,957.0,HIIT,2.1,4.0,2.0,24.35,30-39,60-79,healthy
54.0,Female,46.6,1.5,175.0,165.0,58.0,1.38,1025.0,Strength,2.0,2.0,1.0,20.71,50-100,40-59,healthy
41.0,Female,77.6,1.76,162.0,161.0,71.0,1.27,920.0,Strength,2.2,4.0,2.0,25.05,40-49,60-79,overweight
56.0,Male,88.5,1.85,161.0,144.0,59.0,1.57,1119.0,Cardio,3.5,4.0,3.0,25.86,50-100,80-99,overweight
58.0,Male,74.6,1.75,193.0,137.0,58.0,1.09,739.0,HIIT,2.9,2.0,1.0,24.36,50-100,60-79,healthy
49.0,Male,83.7,1.87,183.0,158.0,53.0,1.29,1009.0,HIIT,2.3,4.0,2.0,23.94,40-49,80-99,healthy
59.0,Female,60.4,1.76,194.0,120.0,53.0,1.72,929.0,Cardio,2.7,5.0,3.0,19.5,50-100,60-79,healthy
38.0,Male,85.8,1.8,168.0,149.0,68.0,1.72,1410.0,Cardio,3.5,4.0,3.0,26.48,30-39,80-99,overweight
22.0,Male,106.8,1.82,170.0,130.0,50.0,1.0,715.0,Yoga,2.3,4.0,2.0,32.24,0-29,100-130,obesity
33.0,Male,81.8,1.99,184.0,137.0,51.0,1.59,1198.0,Strength,3.5,4.0,3.0,20.66,30-39,80-99,healthy
41.0,Male,94.1,1.62,172.0,139.0,50.0,1.13,777.0,Cardio,3.1,4.0,2.0,35.86,40-49,80-99,obesity
18.0,Male,87.6,1.93,161.0,139.0,72.0,1.72,1315.0,HIIT,3.5,4.0,3.0,23.52,0-29,80-99,healthy
20.0,Male,74.8,1.75,184.0,121.0,73.0,1.33,885.0,Yoga,3.3,3.0,2.0,24.42,0-29,60-79,healthy
35.0,Male,63.7,1.74,198.0,143.0,71.0,1.03,810.0,HIIT,2.7,4.0,2.0,21.04,30-39,60-79,healthy
45.0,Male,58.4,1.72,194.0,150.0,65.0,1.31,973.0,HIIT,3.1,4.0,2.0,19.74,40-49,40-59,healthy
50.0,Male,69.6,1.96,166.0,139.0,68.0,0.97,667.0,Strength,2.0,3.0,1.0,18.12,50-100,60-79,under weight
52.0,Male,82.4,1.72,166.0,137.0,53.0,1.01,685.0,Strength,2.7,4.0,2.0,27.85,50-100,80-99,overweight
45.0,Female,48.2,1.64,168.0,159.0,67.0,1.25,894.0,Strength,2.5,4.0,2.0,17.92,40-49,40-59,under weight
21.0,Male,80.9,1.9,194.0,137.0,55.0,1.8,1356.0,Yoga,3.5,4.0,3.0,22.41,0-29,80-99,healthy
20.0,Female,51.1,1.58,188.0,169.0,64.0,0.5,422.0,Yoga,1.6,2.0,1.0,20.47,0-29,40-59,healthy
52.0,Male,74.0,1.63,174.0,150.0,50.0,1.26,936.0,Cardio,3.7,3.0,2.0,27.85,50-100,60-79,overweight
34.0,Female,68.4,1.5,192.0,132.0,61.0,1.37,904.0,Cardio,2.1,4.0,2.0,30.4,30-39,60-79,obesity
34.0,Female,75.6,1.6,193.0,130.0,51.0,0.64,416.0,HIIT,2.7,2.0,1.0,29.53,30-39,60-79,overweight
19.0,Female,72.4,1.75,169.0,140.0,64.0,1.2,840.0,Cardio,1.7,4.0,2.0,23.64,0-29,60-79,healthy
31.0,Female,66.6,1.67,184.0,137.0,71.0,1.02,699.0,Yoga,1.5,4.0,2.0,23.88,30-39,60-79,healthy
27.0,Male,75.7,1.76,167.0,132.0,66.0,0.68,494.0,Cardio,2.3,3.0,1.0,24.44,0-29,60-79,healthy
34.0,Male,102.1,1.71,185.0,135.0,72.0,0.96,713.0,HIIT,3.2,2.0,1.0,34.92,30-39,100-130,obesity
30.0,Male,121.6,2.0,179.0,160.0,60.0,1.24,1091.0,Cardio,3.3,4.0,2.0,30.4,30-39,100-130,obesity
26.0,Female,72.8,1.67,163.0,121.0,50.0,1.37,829.0,Strength,1.9,2.0,1.0,26.1,0-29,60-79,overweight
23.0,Male,108.6,1.92,197.0,134.0,50.0,0.89,656.0,Yoga,3.5,2.0,1.0,29.46,0-29,100-130,overweight
22.0,Male,102.6,1.84,163.0,153.0,65.0,1.25,1052.0,Strength,2.7,3.0,2.0,30.3,0-29,100-130,obesity
53.0,Male,51.7,1.7,175.0,152.0,72.0,1.15,865.0,HIIT,3.5,3.0,2.0,17.89,50-100,40-59,under weight
29.0,Male,86.7,1.62,174.0,122.0,55.0,1.52,1020.0,Strength,3.5,4.0,3.0,33.04,0-29,80-99,obesity
32.0,Male,89.8,1.92,199.0,168.0,67.0,1.93,1783.0,Strength,3.5,4.0,3.0,24.36,30-39,80-99,healthy
19.0,Female,60.5,1.59,184.0,128.0,53.0,1.14,730.0,Cardio,2.2,2.0,1.0,23.93,0-29,60-79,healthy
43.0,Male,113.2,1.83,161.0,134.0,63.0,1.45,962.0,Yoga,2.9,4.0,2.0,33.8,40-49,100-130,obesity
41.0,Female,71.2,1.64,165.0,147.0,54.0,1.42,939.0,HIIT,2.3,3.0,2.0,26.47,40-49,60-79,overweight
26.0,Female,54.0,1.53,175.0,148.0,54.0,1.14,844.0,Strength,1.7,3.0,1.0,23.07,0-29,40-59,healthy
57.0,Male,83.4,1.65,172.0,166.0,67.0,1.57,1290.0,HIIT,3.5,4.0,3.0,30.63,50-100,80-99,obesity
41.0,Female,66.8,1.74,164.0,149.0,57.0,1.34,898.0,Yoga,2.3,3.0,1.0,22.06,40-49,60-79,healthy
45.0,Male,52.5,1.88,194.0,153.0,71.0,1.08,818.0,Strength,2.9,4.0,2.0,14.85,40-49,40-59,under weight
34.0,Female,64.3,1.62,174.0,145.0,62.0,1.76,1276.0,Yoga,2.7,5.0,3.0,24.5,30-39,60-79,healthy
26.0,Male,77.7,1.62,177.0,126.0,73.0,1.16,804.0,Yoga,3.0,3.0,2.0,29.61,0-29,60-79,overweight
56.0,Male,82.5,1.87,187.0,124.0,74.0,1.51,927.0,Yoga,3.5,5.0,3.0,23.59,50-100,80-99,healthy
56.0,Female,52.9,1.64,169.0,155.0,53.0,1.1,767.0,Cardio,2.3,3.0,2.0,19.67,50-100,40-59,healthy
41.0,Male,67.0,1.77,161.0,149.0,50.0,1.22,900.0,HIIT,2.6,3.0,2.0,21.39,40-49,60-79,healthy
31.0,Male,78.8,1.71,177.0,121.0,59.0,1.49,992.0,HIIT,2.5,4.0,2.0,26.95,30-39,60-79,overweight
45.0,Male,89.6,1.81,178.0,153.0,70.0,1.7,1287.0,Yoga,3.5,5.0,3.0,27.35,40-49,80-99,overweight
53.0,Female,64.4,1.55,194.0,139.0,62.0,1.77,1107.0,HIIT,2.7,4.0,3.0,26.81,50-100,60-79,overweight
36.0,Female,59.3,1.75,178.0,128.0,58.0,0.99,634.0,Strength,2.3,3.0,1.0,19.36,30-39,40-59,healthy
29.0,Female,56.2,1.77,191.0,123.0,61.0,0.68,418.0,Yoga,2.6,3.0,1.0,17.94,0-29,40-59,under weight
26.0,Female,64.1,1.5,194.0,134.0,60.0,1.93,1293.0,Strength,2.7,5.0,3.0,28.49,0-29,60-79,overweight
38.0,Male,68.7,1.92,170.0,150.0,73.0,1.31,1081.0,Cardio,3.0,4.0,2.0,18.64,30-39,60-79,healthy
54.0,Female,64.2,1.69,188.0,131.0,69.0,1.69,996.0,Yoga,2.7,4.0,3.0,22.48,50-100,60-79,healthy
52.0,Male,63.6,1.62,168.0,150.0,55.0,1.3,965.0,Strength,2.3,4.0,2.0,24.23,50-100,60-79,healthy
58.0,Male,52.0,1.79,173.0,169.0,52.0,1.12,937.0,HIIT,3.0,3.0,1.0,16.23,50-100,40-59,under weight
33.0,Female,68.2,1.75,177.0,150.0,71.0,0.85,638.0,Strength,1.7,2.0,1.0,22.27,30-39,60-79,healthy
58.0,Female,59.3,1.58,166.0,165.0,56.0,1.97,1463.0,Strength,2.7,4.0,3.0,23.75,50-100,40-59,healthy
28.0,Male,108.5,1.79,183.0,120.0,68.0,1.33,878.0,HIIT,2.1,4.0,2.0,33.86,0-29,100-130,obesity
31.0,Female,48.2,1.65,163.0,166.0,60.0,1.1,913.0,Cardio,2.5,2.0,1.0,17.7,30-39,40-59,under weight
59.0,Male,88.1,1.76,187.0,168.0,74.0,1.35,1123.0,Strength,3.0,3.0,2.0,28.44,50-100,80-99,overweight
33.0,Female,56.4,1.54,165.0,155.0,63.0,1.06,822.0,Strength,1.5,3.0,1.0,23.78,30-39,40-59,healthy
39.0,Female,42.5,1.75,181.0,131.0,52.0,1.13,740.0,Strength,2.1,2.0,1.0,13.88,30-39,40-59,under weight
25.0,Male,53.2,1.7,190.0,164.0,56.0,0.59,532.0,Strength,2.1,3.0,1.0,18.41,0-29,40-59,under weight
56.0,Male,118.0,1.9,199.0,126.0,68.0,0.66,412.0,HIIT,3.2,2.0,1.0,32.69,50-100,100-130,obesity
41.0,Male,82.5,1.79,185.0,139.0,61.0,1.69,1163.0,Cardio,3.5,4.0,3.0,25.75,40-49,80-99,overweight
42.0,Male,88.4,1.93,188.0,158.0,65.0,1.68,1314.0,Yoga,3.5,4.0,3.0,23.73,40-49,80-99,healthy
34.0,Male,115.3,1.81,181.0,167.0,67.0,1.36,1249.0,Yoga,2.2,2.0,1.0,35.19,30-39,100-130,obesity
30.0,Female,62.7,1.67,164.0,162.0,70.0,1.02,826.0,HIIT,2.6,4.0,2.0,22.48,30-39,60-79,healthy
39.0,Male,81.7,1.75,165.0,165.0,55.0,1.32,1198.0,Cardio,2.8,4.0,2.0,26.68,30-39,80-99,overweight
43.0,Male,66.3,1.85,170.0,121.0,58.0,1.18,707.0,Cardio,3.2,2.0,1.0,19.37,40-49,60-79,healthy
24.0,Female,58.9,1.76,189.0,130.0,73.0,0.63,410.0,HIIT,1.7,3.0,1.0,19.01,0-29,40-59,healthy
19.0,Female,49.0,1.69,176.0,147.0,64.0,1.05,772.0,Yoga,2.4,3.0,1.0,17.16,0-29,40-59,under weight
47.0,Male,82.1,1.84,185.0,136.0,65.0,1.37,922.0,Strength,3.4,4.0,2.0,24.25,40-49,80-99,healthy
51.0,Male,88.2,1.62,163.0,133.0,72.0,1.56,1027.0,Cardio,3.5,4.0,3.0,33.61,50-100,80-99,obesity
42.0,Female,57.5,1.67,192.0,149.0,55.0,1.14,764.0,Yoga,2.4,2.0,1.0,20.62,40-49,40-59,healthy
43.0,Male,66.5,1.83,178.0,136.0,59.0,1.11,747.0,Yoga,2.4,3.0,2.0,19.86,40-49,60-79,healthy
28.0,Male,101.8,1.84,169.0,136.0,64.0,1.08,808.0,Cardio,2.7,3.0,1.0,30.07,0-29,100-130,obesity
52.0,Male,45.1,1.72,196.0,129.0,70.0,0.93,594.0,Cardio,3.3,2.0,1.0,15.24,50-100,40-59,under weight
50.0,Female,71.0,1.68,187.0,161.0,70.0,1.17,848.0,Yoga,2.5,2.0,1.0,25.16,50-100,60-79,overweight
31.0,Female,62.5,1.62,168.0,169.0,74.0,1.56,1318.0,HIIT,2.7,4.0,3.0,23.81,30-39,60-79,healthy
49.0,Male,82.1,1.86,162.0,160.0,64.0,1.87,1481.0,Strength,3.5,4.0,3.0,23.73,40-49,80-99,healthy
21.0,Male,74.2,1.93,187.0,141.0,56.0,1.32,1024.0,HIIT,2.5,3.0,2.0,19.92,0-29,60-79,healthy
43.0,Female,70.1,1.66,169.0,151.0,58.0,0.99,673.0,Strength,2.6,2.0,1.0,25.44,40-49,60-79,overweight
50.0,Female,51.8,1.5,182.0,141.0,58.0,1.32,838.0,HIIT,2.2,3.0,1.0,23.02,50-100,40-59,healthy
36.0,Male,88.0,1.71,185.0,160.0,73.0,1.87,1646.0,HIIT,3.5,5.0,3.0,30.09,30-39,80-99,obesity
50.0,Male,90.8,1.71,173.0,153.0,62.0,1.07,810.0,Yoga,3.4,4.0,2.0,31.05,50-100,80-99,obesity
40.0,Male,58.2,1.98,198.0,138.0,74.0,1.43,1085.0,Cardio,2.5,3.0,2.0,14.85,40-49,40-59,under weight
59.0,Male,78.0,1.92,180.0,127.0,53.0,0.72,453.0,Cardio,2.7,3.0,1.0,21.16,50-100,60-79,healthy
45.0,Female,64.3,1.54,199.0,133.0,58.0,1.67,999.0,Yoga,2.7,4.0,3.0,27.11,40-49,60-79,overweight
41.0,Male,82.8,1.66,177.0,139.0,74.0,1.97,1355.0,HIIT,3.5,5.0,3.0,30.05,40-49,80-99,obesity
51.0,Female,57.4,1.77,177.0,123.0,72.0,1.08,598.0,Yoga,2.1,4.0,2.0,18.32,50-100,40-59,under weight
40.0,Male,63.0,2.0,176.0,161.0,71.0,1.42,1257.0,Strength,2.9,4.0,2.0,15.75,40-49,60-79,under weight
50.0,Female,56.4,1.59,185.0,163.0,74.0,1.26,924.0,HIIT,2.6,3.0,1.0,22.31,50-100,40-59,healthy
46.0,Male,84.3,2.0,189.0,162.0,66.0,1.83,1467.0,HIIT,3.5,5.0,3.0,21.07,40-49,80-99,healthy
31.0,Female,61.1,1.76,189.0,150.0,67.0,1.81,1358.0,Yoga,2.7,4.0,3.0,19.72,30-39,60-79,healthy
35.0,Male,85.6,1.85,185.0,135.0,55.0,1.78,1322.0,Strength,3.5,5.0,3.0,25.01,30-39,80-99,overweight
34.0,Female,74.2,1.57,178.0,158.0,52.0,1.47,1161.0,Cardio,2.4,3.0,1.0,30.1,30-39,60-79,obesity
43.0,Female,66.3,1.77,177.0,157.0,57.0,1.48,1046.0,HIIT,1.7,4.0,2.0,21.16,40-49,60-79,healthy
53.0,Female,68.0,1.7,181.0,139.0,57.0,1.06,663.0,HIIT,2.4,4.0,2.0,23.53,50-100,60-79,healthy
28.0,Female,52.0,1.61,168.0,164.0,70.0,1.32,1082.0,Yoga,2.0,3.0,2.0,20.06,0-29,40-59,healthy
43.0,Male,55.5,1.82,160.0,124.0,66.0,1.08,663.0,Strength,2.0,3.0,1.0,16.76,40-49,40-59,under weight
31.0,Female,57.9,1.56,161.0,124.0,50.0,1.8,1116.0,Yoga,2.7,5.0,3.0,23.79,30-39,40-59,healthy
19.0,Male,95.1,1.85,190.0,143.0,50.0,1.21,952.0,Yoga,2.3,4.0,2.0,27.79,0-29,80-99,overweight
49.0,Female,62.1,1.66,173.0,152.0,73.0,1.37,937.0,HIIT,1.8,3.0,2.0,22.54,40-49,60-79,healthy
52.0,Male,105.2,1.62,189.0,141.0,61.0,1.36,949.0,HIIT,3.2,3.0,1.0,40.09,50-100,100-130,sever obesity
59.0,Male,86.9,1.76,194.0,123.0,60.0,1.13,688.0,Strength,3.1,3.0,2.0,28.05,50-100,80-99,overweight
27.0,Male,71.2,1.97,181.0,151.0,73.0,0.74,615.0,HIIT,3.6,3.0,1.0,18.35,0-29,60-79,under weight
20.0,Male,82.7,1.99,179.0,146.0,59.0,1.69,1357.0,HIIT,3.5,5.0,3.0,20.88,0-29,80-99,healthy
40.0,Male,81.7,1.74,166.0,133.0,58.0,0.91,666.0,Yoga,2.7,2.0,1.0,26.99,40-49,80-99,overweight
30.0,Female,59.2,1.63,174.0,141.0,74.0,1.85,1304.0,Strength,2.7,4.0,3.0,22.28,30-39,40-59,healthy
23.0,Female,67.8,1.61,186.0,160.0,66.0,1.34,1072.0,HIIT,1.8,2.0,1.0,26.16,0-29,60-79,overweight
27.0,Female,53.0,1.58,166.0,142.0,62.0,1.26,895.0,Cardio,1.8,4.0,2.0,21.23,0-29,40-59,healthy
32.0,Female,59.0,1.66,184.0,160.0,64.0,0.51,408.0,Cardio,1.8,2.0,1.0,21.41,30-39,40-59,healthy
31.0,Female,42.3,1.6,163.0,163.0,70.0,1.09,888.0,Cardio,1.9,3.0,2.0,16.52,30-39,40-59,under weight
46.0,Female,52.0,1.65,165.0,147.0,63.0,0.7,463.0,Cardio,1.9,2.0,1.0,19.1,40-49,40-59,healthy
23.0,Male,107.2,1.93,167.0,139.0,55.0,1.15,879.0,HIIT,3.1,4.0,2.0,28.78,0-29,100-130,overweight
21.0,Female,50.3,1.52,171.0,154.0,67.0,1.08,832.0,Cardio,2.6,3.0,1.0,21.77,0-29,40-59,healthy
49.0,Female,78.9,1.73,182.0,151.0,64.0,1.38,938.0,Cardio,2.3,2.0,1.0,26.36,40-49,60-79,overweight
31.0,Female,53.5,1.76,172.0,133.0,69.0,1.22,811.0,Strength,1.8,4.0,2.0,17.27,30-39,40-59,under weight
59.0,Male,123.3,1.88,177.0,161.0,67.0,1.3,1036.0,HIIT,2.6,4.0,2.0,34.89,50-100,100-130,obesity
35.0,Female,50.4,1.6,195.0,156.0,59.0,1.03,803.0,Cardio,1.9,4.0,2.0,19.69,30-39,40-59,healthy
24.0,Male,54.7,1.74,160.0,167.0,53.0,0.84,772.0,Yoga,3.6,3.0,1.0,18.07,0-29,40-59,under weight
30.0,Male,64.1,1.87,182.0,142.0,67.0,0.64,500.0,Yoga,2.1,2.0,1.0,18.33,30-39,60-79,under weight
23.0,Female,41.9,1.58,163.0,132.0,67.0,0.56,370.0,HIIT,1.8,3.0,1.0,16.78,0-29,40-59,under weight
46.0,Male,88.7,1.63,166.0,146.0,66.0,0.75,542.0,Strength,3.5,2.0,1.0,33.38,40-49,80-99,obesity
27.0,Male,89.3,1.87,169.0,153.0,62.0,1.62,1363.0,Strength,3.5,5.0,3.0,25.54,0-29,80-99,overweight
51.0,Female,63.9,1.8,191.0,130.0,72.0,1.07,626.0,HIIT,2.7,4.0,2.0,19.72,50-100,60-79,healthy
52.0,Female,47.8,1.54,198.0,146.0,63.0,1.34,880.0,Cardio,1.9,3.0,2.0,20.16,50-100,40-59,healthy
33.0,Female,64.1,1.63,186.0,120.0,74.0,1.58,948.0,Strength,2.7,5.0,3.0,24.13,30-39,60-79,healthy
28.0,Female,78.7,1.63,185.0,154.0,59.0,1.1,847.0,Strength,1.8,3.0,2.0,29.62,0-29,60-79,overweight
52.0,Male,72.3,1.94,171.0,121.0,56.0,1.46,874.0,Yoga,2.9,3.0,2.0,19.21,50-100,60-79,healthy
26.0,Female,59.3,1.51,181.0,129.0,71.0,1.7,1096.0,Strength,2.7,5.0,3.0,26.01,0-29,40-59,overweight
43.0,Male,46.2,1.63,176.0,139.0,65.0,1.18,812.0,Strength,2.1,2.0,1.0,17.39,40-49,40-59,under weight
45.0,Female,65.1,1.78,180.0,158.0,66.0,1.46,1038.0,Cardio,2.3,3.0,1.0,20.55,40-49,60-79,healthy
26.0,Male,86.2,1.68,189.0,157.0,72.0,1.97,1701.0,Strength,3.5,5.0,3.0,30.54,0-29,80-99,obesity
35.0,Male,101.4,1.76,193.0,121.0,64.0,0.84,559.0,HIIT,2.9,2.0,1.0,32.74,30-39,100-130,obesity
34.0,Female,51.0,1.62,162.0,158.0,53.0,1.42,1122.0,Yoga,2.4,3.0,2.0,19.43,30-39,40-59,healthy
18.0,Female,72.7,1.55,172.0,125.0,56.0,0.84,525.0,Cardio,2.0,3.0,1.0,30.26,0-29,60-79,obesity
57.0,Female,51.9,1.57,169.0,151.0,67.0,1.05,713.0,HIIT,2.6,3.0,2.0,21.06,50-100,40-59,healthy
49.0,Male,115.3,1.91,161.0,125.0,61.0,1.38,854.0,HIIT,3.2,2.0,1.0,31.61,40-49,100-130,obesity
34.0,Male,124.6,1.63,161.0,136.0,66.0,1.41,1055.0,HIIT,2.8,3.0,2.0,46.9,30-39,100-130,sever obesity
51.0,Female,64.9,1.6,169.0,125.0,55.0,1.49,838.0,Yoga,2.5,4.0,2.0,25.35,50-100,60-79,overweight
27.0,Female,63.7,1.52,195.0,120.0,60.0,1.19,714.0,Strength,2.1,4.0,2.0,27.57,0-29,60-79,overweight
40.0,Male,63.8,1.62,185.0,143.0,72.0,1.3,1022.0,HIIT,3.4,2.0,1.0,24.31,40-49,60-79,healthy
55.0,Female,75.2,1.67,188.0,167.0,51.0,1.37,1030.0,HIIT,2.2,2.0,1.0,26.96,50-100,60-79,overweight
53.0,Female,44.7,1.79,164.0,160.0,72.0,1.34,965.0,Yoga,2.1,3.0,2.0,13.95,50-100,40-59,under weight
31.0,Female,76.7,1.62,174.0,127.0,74.0,1.39,883.0,Yoga,2.3,4.0,2.0,29.23,30-39,60-79,overweight
43.0,Male,94.0,1.79,187.0,156.0,62.0,1.31,1012.0,HIIT,3.4,2.0,1.0,29.34,40-49,80-99,overweight
39.0,Male,61.9,1.77,199.0,166.0,69.0,1.32,1205.0,Strength,2.3,3.0,1.0,19.76,30-39,60-79,healthy
31.0,Female,42.7,1.76,182.0,121.0,65.0,1.46,883.0,Strength,2.2,3.0,1.0,13.78,30-39,40-59,under weight
36.0,Male,109.8,1.62,193.0,141.0,68.0,0.84,651.0,HIIT,3.5,3.0,1.0,41.84,30-39,100-130,sever obesity
21.0,Male,62.6,1.81,164.0,150.0,62.0,1.3,1072.0,Strength,3.5,4.0,2.0,19.11,0-29,60-79,healthy
41.0,Male,64.8,1.71,164.0,131.0,54.0,1.2,778.0,Strength,2.8,3.0,2.0,22.16,40-49,60-79,healthy
54.0,Male,55.2,1.71,164.0,152.0,67.0,0.77,579.0,Cardio,2.8,2.0,1.0,18.88,50-100,40-59,healthy
57.0,Female,75.6,1.67,186.0,153.0,65.0,1.05,723.0,Cardio,1.8,3.0,2.0,27.11,50-100,60-79,overweight
27.0,Male,88.5,1.98,161.0,153.0,53.0,1.8,1515.0,Cardio,3.5,4.0,3.0,22.57,0-29,80-99,healthy
52.0,Male,116.5,1.69,198.0,148.0,51.0,0.53,388.0,Cardio,2.4,2.0,1.0,40.79,50-100,100-130,sever obesity
58.0,Female,75.4,1.78,161.0,140.0,63.0,1.05,662.0,Cardio,2.5,4.0,2.0,23.8,50-100,60-79,healthy
45.0,Male,113.4,1.71,190.0,129.0,63.0,0.83,530.0,Strength,2.3,2.0,1.0,38.78,40-49,100-130,obesity
39.0,Male,105.5,1.99,199.0,133.0,71.0,0.81,593.0,HIIT,2.5,2.0,1.0,26.64,30-39,100-130,overweight
18.0,Female,50.7,1.53,181.0,147.0,52.0,1.29,948.0,Yoga,2.1,3.0,2.0,21.66,0-29,40-59,healthy
53.0,Male,61.0,1.63,170.0,124.0,74.0,0.54,331.0,Cardio,3.4,3.0,1.0,22.96,50-100,60-79,healthy
44.0,Female,60.4,1.65,176.0,169.0,54.0,1.27,966.0,HIIT,2.1,4.0,2.0,22.19,40-49,60-79,healthy
41.0,Female,43.8,1.77,182.0,165.0,58.0,1.19,884.0,Cardio,1.6,3.0,1.0,13.98,40-49,40-59,under weight
43.0,Female,57.3,1.79,175.0,166.0,62.0,1.98,1479.0,Yoga,2.7,4.0,3.0,17.88,40-49,40-59,under weight
20.0,Female,74.7,1.58,172.0,166.0,62.0,1.04,863.0,Strength,2.4,3.0,2.0,29.92,0-29,60-79,obesity
50.0,Male,50.6,1.69,162.0,156.0,60.0,1.31,1012.0,Cardio,3.0,2.0,1.0,17.72,50-100,40-59,under weight
31.0,Female,58.2,1.73,191.0,131.0,70.0,1.17,766.0,Yoga,1.8,3.0,2.0,19.45,30-39,40-59,healthy
36.0,Female,59.1,1.78,184.0,121.0,60.0,0.85,514.0,Cardio,2.2,2.0,1.0,18.65,30-39,40-59,healthy
18.0,Male,68.1,1.8,174.0,153.0,50.0,1.1,926.0,Yoga,3.3,4.0,2.0,21.02,0-29,60-79,healthy
54.0,Male,67.0,1.68,191.0,164.0,63.0,0.55,446.0,Yoga,2.8,3.0,1.0,23.74,50-100,60-79,healthy
28.0,Female,71.3,1.67,192.0,140.0,63.0,1.46,1022.0,Strength,1.5,4.0,2.0,25.57,0-29,60-79,overweight
20.0,Male,128.2,1.84,164.0,132.0,58.0,0.83,603.0,HIIT,2.3,3.0,1.0,37.87,0-29,100-130,obesity
22.0,Female,55.1,1.61,166.0,144.0,68.0,1.62,1166.0,HIIT,2.7,4.0,3.0,21.26,0-29,40-59,healthy
43.0,Female,68.6,1.52,173.0,137.0,68.0,1.42,875.0,Yoga,2.6,4.0,2.0,29.69,40-49,60-79,overweight
51.0,Male,60.7,1.71,168.0,169.0,60.0,1.14,954.0,Strength,2.5,2.0,1.0,20.76,50-100,60-79,healthy
47.0,Male,66.2,1.71,181.0,169.0,71.0,1.42,1188.0,HIIT,2.9,3.0,1.0,22.64,40-49,60-79,healthy
52.0,Female,52.1,1.67,169.0,124.0,52.0,1.5,837.0,Yoga,1.5,2.0,1.0,18.68,50-100,40-59,healthy
52.0,Female,79.9,1.51,190.0,142.0,54.0,0.75,479.0,Strength,2.6,3.0,1.0,35.04,50-100,60-79,obesity
36.0,Male,90.3,1.65,169.0,158.0,71.0,1.38,1199.0,Cardio,3.4,4.0,2.0,33.17,30-39,80-99,obesity
