age,gender,weight,height,max_bpm,avg_bpm,resting_bpm,session_duration,calories_burned,workout_type,water_intake,workout_frequency,experience_level,bmi,age_category,weight_category,bmi_category
34,Female,68.4,1.5,192,132,61,1.37,904.0,Cardio,2.1,4,2,30.4,30-39,60-79,obesity
34,Female,75.6,1.6,193,130,51,0.64,416.0,HIIT,2.7,2,1,29.53,30-39,60-79,overweight
19,Female,72.4,1.75,169,140,64,1.2,840.0,Cardio,1.7,4,2,23.64,0-29,60-79,healthy
31,Female,66.6,1.67,184,137,71,1.02,699.0,Yoga,1.5,4,2,23.88,30-39,60-79,healthy
27,Male,75.7,1.76,167,132,66,0.68,494.0,Cardio,2.3,3,1,24.44,0-29,60-79,healthy
34,Male,102.1,1.71,185,135,72,0.96,713.0,HIIT,3.2,2,1,34.92,30-39,100-130,obesity
30,Male,121.6,2.0,179,160,60,1.24,1091.0,Cardio,3.3,4,2,30.4,30-39,100-130,obesity
26,Female,72.8,1.67,163,121,50,1.37,829.0,Strength,1.9,2,1,26.1,0-29,60-79,overweight
23,Male,108.6,1.92,197,134,50,0.89,656.0,Yoga,3.5,2,1,29.46,0-29,100-130,overweight
22,Male,102.6,1.84,163,153,65,1.25,1052.0,Strength,2.7,3,2,30.3,0-29,100-130,obesity
53,Male,51.7,1.7,175,152,72,1.15,865.0,HIIT,3.5,3,2,17.89,50-100,40-59,under weight
29,Male,86.7,1.62,174,122,55,1.52,1020.0,Strength,3.5,4,3,33.04,0-29,80-99,obesity
32,Male,89.8,1.92,199,168,67,1.93,1783.0,Strength,3.5,4,3,24.36,30-39,80-99,healthy
19,Female,60.5,1.59,184,128,53,1.14,730.0,Cardio,2.2,2,1,23.93,0-29,60-79,healthy
43,Male,113.2,1.83,161,134,63,1.45,962.0,Yoga,2.9,4,2,33.8,40-49,100-130,obesity
41,Female,71.2,1.64,165,147,54,1.42,939.0,HIIT,2.3,3,2,26.47,40-49,60-79,overweight
26,Female,54.0,1.53,175,148,54,1.14,844.0,Strength,1.7,3,1,23.07,0-29,40-59,healthy
57,Male,83.4,1.65,172,166,67,1.57,1290.0,HIIT,3.5,4,3,30.63,50-100,80-99,obesity
41,Female,66.8,1.74,164,149,57,1.34,898.0,Yoga,2.3,3,1,22.06,40-49,60-79,healthy
45,Male,52.5,1.88,194,153,71,1.08,818.0,Strength,2.9,4,2,14.85,40-49,40-59,under weight
34,Female,64.3,1.62,174,145,62,1.76,1276.0,Yoga,2.7,5,3,24.5,30-39,60-79,healthy
26,Male,77.7,1.62,177,126,73,1.16,804.0,Yoga,3.0,3,2,29.61,0-29,60-79,overweight
56,Male,82.5,1.87,187,124,74,1.51,927.0,Yoga,3.5,5,3,23.59,50-100,80-99,healthy
56,Female,52.9,1.64,169,155,53,1.1,767.0,Cardio,2.3,3,2,19.67,50-100,40-59,healthy
41,Male,67.0,1.77,161,149,50,1.22,900.0,HIIT,2.6,3,2,21.39,40-49,60-79,healthy
31,Male,78.8,1.71,177,121,59,1.49,992.0,HIIT,2.5,4,2,26.95,30-39,60-79,overweight
45,Male,89.6,1.81,178,153,70,1.7,1287.0,Yoga,3.5,5,3,27.35,40-49,80-99,overweight
53,Female,64.4,1.55,194,139,62,1.77,1107.0,HIIT,2.7,4,3,26.81,50-100,60-79,overweight
36,Female,59.3,1.75,178,128,58,0.99,634.0,Strength,2.3,3,1,19.36,30-39,40-59,healthy
29,Female,56.2,1.77,191,123,61,0.68,418.0,Yoga,2.6,3,1,17.94,0-29,40-59,under weight
26,Female,64.1,1.5,194,134,60,1.93,1293.0,Strength,2.7,5,3,28.49,0-29,60-79,overweight
38,Male,68.7,1.92,170,150,73,1.31,1081.0,Cardio,3.0,4,2,18.64,30-39,60-79,healthy
54,Female,64.2,1.69,188,131,69,1.69,996.0,Yoga,2.7,4,3,22.48,50-100,60-79,healthy
52,Male,63.6,1.62,168,150,55,1.3,965.0,Strength,2.3,4,2,24.23,50-100,60-79,healthy
58,Male,52.0,1.79,173,169,52,1.12,937.0,HIIT,3.0,3,1,16.23,50-100,40-59,under weight
33,Female,68.2,1.75,177,150,71,0.85,638.0,Strength,1.7,2,1,22.27,30-39,60-79,healthy
58,Female,59.3,1.58,166,165,56,1.97,1463.0,Strength,2.7,4,3,23.75,50-100,40-59,healthy
28,Male,108.5,1.79,183,120,68,1.33,878.0,HIIT,2.1,4,2,33.86,0-29,100-130,obesity
31,Female,48.2,1.65,163,166,60,1.1,913.0,Cardio,2.5,2,1,17.7,30-39,40-59,under weight
59,Male,88.1,1.76,187,168,74,1.35,1123.0,Strength,3.0,3,2,28.44,50-100,80-99,overweight
33,Female,56.4,1.54,165,155,63,1.06,822.0,Strength,1.5,3,1,23.78,30-39,40-59,healthy
39,Female,42.5,1.75,181,131,52,1.13,740.0,Strength,2.1,2,1,13.88,30-39,40-59,under weight
25,Male,53.2,1.7,190,164,56,0.59,532.0,Strength,2.1,3,1,18.41,0-29,40-59,under weight
56,Male,118.0,1.9,199,126,68,0.66,412.0,HIIT,3.2,2,1,32.69,50-100,100-130,obesity
41,Male,82.5,1.79,185,139,61,1.69,1163.0,Cardio,3.5,4,3,25.75,40-49,80-99,overweight
42,Male,88.4,1.93,188,158,65,1.68,1314.0,Yoga,3.5,4,3,23.73,40-49,80-99,healthy
34,Male,115.3,1.81,181,167,67,1.36,1249.0,Yoga,2.2,2,1,35.19,30-39,100-130,obesity
30,Female,62.7,1.67,164,162,70,1.02,826.0,HIIT,2.6,4,2,22.48,30-39,60-79,healthy
39,Male,81.7,1.75,165,165,55,1.32,1198.0,Cardio,2.8,4,2,26.68,30-39,80-99,overweight
43,Male,66.3,1.85,170,121,58,1.18,707.0,Cardio,3.2,2,1,19.37,40-49,60-79,healthy
24,Female,58.9,1.76,189,130,73,0.63,410.0,HIIT,1.7,3,1,19.01,0-29,40-59,healthy
19,Female,49.0,1.69,176,147,64,1.05,772.0,Yoga,2.4,3,1,17.16,0-29,40-59,under weight
47,Male,82.1,1.84,185,136,65,1.37,922.0,Strength,3.4,4,2,24.25,40-49,80-99,healthy
51,Male,88.2,1.62,163,133,72,1.56,1027.0,Cardio,3.5,4,3,33.61,50-100,80-99,obesity
42,Female,57.5,1.67,192,149,55,1.14,764.0,Yoga,2.4,2,1,20.62,40-49,40-59,healthy
43,Male,66.5,1.83,178,136,59,1.11,747.0,Yoga,2.4,3,2,19.86,40-49,60-79,healthy
28,Male,101.8,1.84,169,136,64,1.08,808.0,Cardio,2.7,3,1,30.07,0-29,100-130,obesity
52,Male,45.1,1.72,196,129,70,0.93,594.0,Cardio,3.3,2,1,15.24,50-100,40-59,under weight
50,Female,71.0,1.68,187,161,70,1.17,848.0,Yoga,2.5,2,1,25.16,50-100,60-79,overweight
31,Female,62.5,1.62,168,169,74,1.56,1318.0,HIIT,2.7,4,3,23.81,30-39,60-79,healthy
49,Male,82.1,1.86,162,160,64,1.87,1481.0,Strength,3.5,4,3,23.73,40-49,80-99,healthy
21,Male,74.2,1.93,187,141,56,1.32,1024.0,HIIT,2.5,3,2,19.92,0-29,60-79,healthy
43,Female,70.1,1.66,169,151,58,0.99,673.0,Strength,2.6,2,1,25.44,40-49,60-79,overweight
50,Female,51.8,1.5,182,141,58,1.32,838.0,HIIT,2.2,3,1,23.02,50-100,40-59,healthy
36,Male,88.0,1.71,185,160,73,1.87,1646.0,HIIT,3.5,5,3,30.09,30-39,80-99,obesity
50,Male,90.8,1.71,173,153,62,1.07,810.0,Yoga,3.4,4,2,31.05,50-100,80-99,obesity
40,Male,58.2,1.98,198,138,74,1.43,1085.0,Cardio,2.5,3,2,14.85,40-49,40-59,under weight
59,Male,78.0,1.92,180,127,53,0.72,453.0,Cardio,2.7,3,1,21.16,50-100,60-79,healthy
45,Female,64.3,1.54,199,133,58,1.67,999.0,Yoga,2.7,4,3,27.11,40-49,60-79,overweight
41,Male,82.8,1.66,177,139,74,1.97,1355.0,HIIT,3.5,5,3,30.05,40-49,80-99,obesity
51,Female,57.4,1.77,177,123,72,1.08,598.0,Yoga,2.1,4,2,18.32,50-100,40-59,under weight
40,Male,63.0,2.0,176,161,71,1.42,1257.0,Strength,2.9,4,2,15.75,40-49,60-79,under weight
50,Female,56.4,1.59,185,163,74,1.26,924.0,HIIT,2.6,3,1,22.31,50-100,40-59,healthy
46,Male,84.3,2.0,189,162,66,1.83,1467.0,HIIT,3.5,5,3,21.07,40-49,80-99,healthy
31,Female,61.1,1.76,189,150,67,1.81,1358.0,Yoga,2.7,4,3,19.72,30-39,60-79,healthy
35,Male,85.6,1.85,185,135,55,1.78,1322.0,Strength,3.5,5,3,25.01,30-39,80-99,overweight
34,Female,74.2,1.57,178,158,52,1.47,1161.0,Cardio,2.4,3,1,30.1,30-39,60-79,obesity
43,Female,66.3,1.77,177,157,57,1.48,1046.0,HIIT,1.7,4,2,21.16,40-49,60-79,healthy
53,Female,68.0,1.7,181,139,57,1.06,663.0,HIIT,2.4,4,2,23.53,50-100,60-79,healthy
28,Female,52.0,1.61,168,164,70,1.32,1082.0,Yoga,2.0,3,2,20.06,0-29,40-59,healthy
43,Male,55.5,1.82,160,124,66,1.08,663.0,Strength,2.0,3,1,16.76,40-49,40-59,under weight
31,Female,57.9,1.56,161,124,50,1.8,1116.0,Yoga,2.7,5,3,23.79,30-39,40-59,healthy
19,Male,95.1,1.85,190,143,50,1.21,952.0,Yoga,2.3,4,2,27.79,0-29,80-99,overweight
49,Female,62.1,1.66,173,152,73,1.37,937.0,HIIT,1.8,3,2,22.54,40-49,60-79,healthy
52,Male,105.2,1.62,189,141,61,1.36,949.0,HIIT,3.2,3,1,40.09,50-100,100-130,sever obesity
59,Male,86.9,1.76,194,123,60,1.13,688.0,Strength,3.1,3,2,28.05,50-100,80-99,overweight
27,Male,71.2,1.97,181,151,73,0.74,615.0,HIIT,3.6,3,1,18.35,0-29,60-79,under weight
20,Male,82.7,1.99,179,146,59,1.69,1357.0,HIIT,3.5,5,3,20.88,0-29,80-99,healthy
40,Male,81.7,1.74,166,133,58,0.91,666.0,Yoga,2.7,2,1,26.99,40-49,80-99,overweight
30,Female,59.2,1.63,174,141,74,1.85,1304.0,Strength,2.7,4,3,22.28,30-39,40-59,healthy
23,Female,67.8,1.61,186,160,66,1.34,1072.0,HIIT,1.8,2,1,26.16,0-29,60-79,overweight
27,Female,53.0,1.58,166,142,62,1.26,895.0,Cardio,1.8,4,2,21.23,0-29,40-59,healthy
32,Female,59.0,1.66,184,160,64,0.51,408.0,Cardio,1.8,2,1,21.41,30-39,40-59,healthy
31,Female,42.3,1.6,163,163,70,1.09,888.0,Cardio,1.9,3,2,16.52,30-39,40-59,under weight
46,Female,52.0,1.65,165,147,63,0.7,463.0,Cardio,1.9,2,1,19.1,40-49,40-59,healthy
23,Male,107.2,1.93,167,139,55,1.15,879.0,HIIT,3.1,4,2,28.78,0-29,100-130,overweight
21,Female,50.3,1.52,171,154,67,1.08,832.0,Cardio,2.6,3,1,21.77,0-29,40-59,healthy
49,Female,78.9,1.73,182,151,64,1.38,938.0,Cardio,2.3,2,1,26.36,40-49,60-79,overweight
31,Female,53.5,1.76,172,133,69,1.22,811.0,Strength,1.8,4,2,17.27,30-39,40-59,under weight
59,Male,123.3,1.88,177,161,67,1.3,1036.0,HIIT,2.6,4,2,34.89,50-100,100-130,obesity
35,Female,50.4,1.6,195,156,59,1.03,803.0,Cardio,1.9,4,2,19.69,30-39,40-59,healthy
24,Male,54.7,1.74,160,167,53,0.84,772.0,Yoga,3.6,3,1,18.07,0-29,40-59,under weight
30,Male,64.1,1.87,182,142,67,0.64,500.0,Yoga,2.1,2,1,18.33,30-39,60-79,under weight
23,Female,41.9,1.58,163,132,67,0.56,370.0,HIIT,1.8,3,1,16.78,0-29,40-59,under weight
46,Male,88.7,1.63,166,146,66,0.75,542.0,Strength,3.5,2,1,33.38,40-49,80-99,obesity
27,Male,89.3,1.87,169,153,62,1.62,1363.0,Strength,3.5,5,3,25.54,0-29,80-99,overweight
51,Female,63.9,1.8,191,130,72,1.07,626.0,HIIT,2.7,4,2,19.72,50-100,60-79,healthy
52,Female,47.8,1.54,198,146,63,1.34,880.0,Cardio,1.9,3,2,20.16,50-100,40-59,healthy
33,Female,64.1,1.63,186,120,74,1.58,948.0,Strength,2.7,5,3,24.13,30-39,60-79,healthy
28,Female,78.7,1.63,185,154,59,1.1,847.0,Strength,1.8,3,2,29.62,0-29,60-79,overweight
52,Male,72.3,1.94,171,121,56,1.46,874.0,Yoga,2.9,3,2,19.21,50-100,60-79,healthy
26,Female,59.3,1.51,181,129,71,1.7,1096.0,Strength,2.7,5,3,26.01,0-29,40-59,overweight
43,Male,46.2,1.63,176,139,65,1.18,812.0,Strength,2.1,2,1,17.39,40-49,40-59,under weight
45,Female,65.1,1.78,180,158,66,1.46,1038.0,Cardio,2.3,3,1,20.55,40-49,60-79,healthy
26,Male,86.2,1.68,189,157,72,1.97,1701.0,Strength,3.5,5,3,30.54,0-29,80-99,obesity
35,Male,101.4,1.76,193,121,64,0.84,559.0,HIIT,2.9,2,1,32.74,30-39,100-130,obesity
34,Female,51.0,1.62,162,158,53,1.42,1122.0,Yoga,2.4,3,2,19.43,30-39,40-59,healthy
18,Female,72.7,1.55,172,125,56,0.84,525.0,Cardio,2.0,3,1,30.26,0-29,60-79,obesity
57,Female,51.9,1.57,169,151,67,1.05,713.0,HIIT,2.6,3,2,21.06,50-100,40-59,healthy
49,Male,115.3,1.91,161,125,61,1.38,854.0,HIIT,3.2,2,1,31.61,40-49,100-130,obesity
34,Male,124.6,1.63,161,136,66,1.41,1055.0,HIIT,2.8,3,2,46.9,30-39,100-130,sever obesity
51,Female,64.9,1.6,169,125,55,1.49,838.0,Yoga,2.5,4,2,25.35,50-100,60-79,overweight
27,Female,63.7,1.52,195,120,60,1.19,714.0,Strength,2.1,4,2,27.57,0-29,60-79,overweight
40,Male,63.8,1.62,185,143,72,1.3,1022.0,HIIT,3.4,2,1,24.31,40-49,60-79,healthy
55,Female,75.2,1.67,188,167,51,1.37,1030.0,HIIT,2.2,2,1,26.96,50-100,60-79,overweight
53,Female,44.7,1.79,164,160,72,1.34,965.0,Yoga,2.1,3,2,13.95,50-100,40-59,under weight
31,Female,76.7,1.62,174,127,74,1.39,883.0,Yoga,2.3,4,2,29.23,30-39,60-79,overweight
43,Male,94.0,1.79,187,156,62,1.31,1012.0,HIIT,3.4,2,1,29.34,40-49,80-99,overweight
39,Male,61.9,1.77,199,166,69,1.32,1205.0,Strength,2.3,3,1,19.76,30-39,60-79,healthy
31,Female,42.7,1.76,182,121,65,1.46,883.0,Strength,2.2,3,1,13.78,30-39,40-59,under weight
36,Male,109.8,1.62,193,141,68,0.84,651.0,HIIT,3.5,3,1,41.84,30-39,100-130,sever obesity
21,Male,62.6,1.81,164,150,62,1.3,1072.0,Strength,3.5,4,2,19.11,0-29,60-79,healthy
41,Male,64.8,1.71,164,131,54,1.2,778.0,Strength,2.8,3,2,22.16,40-49,60-79,healthy
54,Male,55.2,1.71,164,152,67,0.77,579.0,Cardio,2.8,2,1,18.88,50-100,40-59,healthy
57,Female,75.6,1.67,186,153,65,1.05,723.0,Cardio,1.8,3,2,27.11,50-100,60-79,overweight
27,Male,88.5,1.98,161,153,53,1.8,1515.0,Cardio,3.5,4,3,22.57,0-29,80-99,healthy
52,Male,116.5,1.69,198,148,51,0.53,388.0,Cardio,2.4,2,1,40.79,50-100,100-130,sever obesity
58,Female,75.4,1.78,161,140,63,1.05,662.0,Cardio,2.5,4,2,23.8,50-100,60-79,healthy
45,Male,113.4,1.71,190,129,63,0.83,530.0,Strength,2.3,2,1,38.78,40-49,100-130,obesity
39,Male,105.5,1.99,199,133,71,0.81,593.0,HIIT,2.5,2,1,26.64,30-39,100-130,overweight
18,Female,50.7,1.53,181,147,52,1.29,948.0,Yoga,2.1,3,2,21.66,0-29,40-59,healthy
53,Male,61.0,1.63,170,124,74,0.54,331.0,Cardio,3.4,3,1,22.96,50-100,60-79,healthy
44,Female,60.4,1.65,176,169,54,1.27,966.0,HIIT,2.1,4,2,22.19,40-49,60-79,healthy
41,Female,43.8,1.77,182,165,58,1.19,884.0,Cardio,1.6,3,1,13.98,40-49,40-59,under weight
43,Female,57.3,1.79,175,166,62,1.98,1479.0,Yoga,2.7,4,3,17.88,40-49,40-59,under weight
20,Female,74.7,1.58,172,166,62,1.04,863.0,Strength,2.4,3,2,29.92,0-29,60-79,obesity
50,Male,50.6,1.69,162,156,60,1.31,1012.0,Cardio,3.0,2,1,17.72,50-100,40-59,under weight
31,Female,58.2,1.73,191,131,70,1.17,766.0,Yoga,1.8,3,2,19.45,30-39,40-59,healthy
36,Female,59.1,1.78,184,121,60,0.85,514.0,Cardio,2.2,2,1,18.65,30-39,40-59,healthy
18,Male,68.1,1.8,174,153,50,1.1,926.0,Yoga,3.3,4,2,21.02,0-29,60-79,healthy
54,Male,67.0,1.68,191,164,63,0.55,446.0,Yoga,2.8,3,1,23.74,50-100,60-79,healthy
28,Female,71.3,1.67,192,140,63,1.46,1022.0,Strength,1.5,4,2,25.57,0-29,60-79,overweight
20,Male,128.2,1.84,164,132,58,0.83,603.0,HIIT,2.3,3,1,37.87,0-29,100-130,obesity
22,Female,55.1,1.61,166,144,68,1.62,1166.0,HIIT,2.7,4,3,21.26,0-29,40-59,healthy
43,Female,68.6,1.52,173,137,68,1.42,875.0,Yoga,2.6,4,2,29.69,40-49,60-79,overweight
51,Male,60.7,1.71,168,169,60,1.14,954.0,Strength,2.5,2,1,20.76,50-100,60-79,healthy
47,Male,66.2,1.71,181,169,71,1.42,1188.0,HIIT,2.9,3,1,22.64,40-49,60-79,healthy
52,Female,52.1,1.67,169,124,52,1.5,837.0,Yoga,1.5,2,1,18.68,50-100,40-59,healthy
52,Female,79.9,1.51,190,142,54,0.75,479.0,Strength,2.6,3,1,35.04,50-100,60-79,obesity
36,Male,90.3,1.65,169,158,71,1.38,1199.0,Cardio,3.4,4,2,33.17,30-39,80-99,obesity
42,Female,57.7,1.57,167,122,52,1.83,1005.0,Cardio,2.7,4,3,23.41,40-49,40-59,healthy
45,Male,52.4,1.85,186,161,73,1.2,956.0,Strength,2.5,3,1,15.31,40-49,40-59,under weight
29,Female,49.0,1.57,168,132,53,1.33,878.0,Yoga,2.6,3,2,19.88,0-29,40-59,healthy
50,Female,67.1,1.75,161,120,59,0.67,362.0,Cardio,2.7,3,1,21.91,50-100,60-79,healthy
51,Male,49.3,1.61,191,129,55,1.36,868.0,Cardio,2.9,2,1,19.02,50-100,40-59,healthy
41,Male,51.5,1.8,166,126,60,1.09,680.0,Strength,2.1,4,2,15.9,40-49,40-59,under weight
19,Female,64.0,1.53,166,167,58,1.33,1111.0,HIIT,2.3,3,2,27.34,0-29,60-79,overweight
39,Male,86.2,1.82,191,160,72,1.96,1725.0,Strength,3.5,5,3,26.02,30-39,80-99,overweight
52,Female,59.7,1.71,169,151,58,1.23,836.0,Strength,2.0,3,1,20.42,50-100,40-59,healthy
42,Male,70.2,1.87,188,165,65,1.38,1127.0,HIIT,3.4,3,2,20.07,40-49,60-79,healthy
42,Female,56.7,1.53,192,149,74,1.07,717.0,Strength,1.9,3,1,24.22,40-49,40-59,healthy
29,Female,60.0,1.62,181,161,69,0.85,684.0,Strength,1.9,2,1,22.86,0-29,60-79,healthy
18,Female,72.2,1.54,194,125,54,0.97,606.0,Strength,1.7,2,1,30.44,0-29,60-79,obesity
21,Male,101.5,1.95,171,131,69,0.97,699.0,Yoga,3.1,3,1,26.69,0-29,100-130,overweight
20,Male,128.4,1.92,167,145,57,0.63,502.0,Cardio,2.0,2,1,34.83,0-29,100-130,obesity
28,Female,67.3,1.67,171,157,74,0.61,479.0,Strength,2.3,3,1,24.13,0-29,60-79,healthy
26,Male,47.7,1.77,198,120,69,1.15,759.0,Strength,2.7,3,2,15.23,0-29,40-59,under weight
57,Male,81.4,1.86,162,145,70,1.8,1292.0,Cardio,3.5,5,3,23.53,50-100,80-99,healthy
44,Male,65.2,1.8,192,139,68,0.73,502.0,HIIT,2.7,2,1,20.12,40-49,60-79,healthy
49,Female,70.2,1.67,186,166,50,0.93,695.0,Strength,1.8,3,1,25.17,40-49,60-79,overweight
27,Female,58.0,1.79,164,143,73,1.39,994.0,Cardio,1.5,2,1,18.1,0-29,40-59,under weight
57,Male,55.7,1.99,170,126,70,1.13,705.0,Strength,3.0,3,2,14.07,50-100,40-59,under weight
40,Female,62.6,1.53,197,143,73,1.93,1380.0,Cardio,2.7,5,3,26.74,40-49,60-79,overweight
18,Female,63.9,1.59,185,125,50,1.87,1169.0,Strength,2.7,4,3,25.28,0-29,60-79,overweight
35,Male,96.9,1.71,188,145,72,1.34,1069.0,Strength,2.9,3,2,33.14,30-39,80-99,obesity
31,Female,53.3,1.64,183,141,70,0.57,402.0,Strength,2.4,3,1,19.82,30-39,40-59,healthy
25,Female,74.3,1.71,162,157,64,1.43,1123.0,Yoga,1.6,3,2,25.41,0-29,60-79,overweight
40,Female,57.7,1.69,184,156,53,1.18,920.0,HIIT,2.4,4,2,20.2,40-49,40-59,healthy
21,Male,67.0,1.61,161,152,74,1.32,1104.0,Yoga,2.1,3,2,25.85,0-29,60-79,overweight
53,Female,55.8,1.55,171,141,54,1.12,711.0,Strength,1.8,4,2,23.23,50-100,40-59,healthy
34,Male,112.4,1.85,162,134,66,1.18,870.0,HIIT,3.6,4,2,32.84,30-39,100-130,obesity
49,Female,40.0,1.65,188,148,74,1.03,686.0,Yoga,2.5,3,2,14.69,40-49,40-59,under weight
25,Male,81.7,1.95,188,136,74,1.94,1451.0,Yoga,3.5,4,3,21.49,0-29,80-99,healthy
47,Male,80.0,1.77,171,149,68,0.72,531.0,HIIT,3.5,3,1,25.54,40-49,80-99,overweight
40,Male,52.1,1.61,198,128,70,0.87,612.0,HIIT,3.3,2,1,20.1,40-49,40-59,healthy
59,Male,85.5,1.67,190,144,71,1.99,1418.0,Cardio,3.5,5,3,30.66,50-100,80-99,obesity
32,Male,77.4,1.92,174,137,50,1.39,1047.0,Cardio,3.3,3,2,21.0,30-39,60-79,healthy
20,Female,72.6,1.73,199,160,68,1.27,1016.0,HIIT,2.5,3,2,24.26,0-29,60-79,healthy
42,Male,86.3,1.77,172,127,55,1.77,1113.0,HIIT,3.5,4,3,27.55,40-49,80-99,overweight
20,Male,101.0,1.91,179,143,58,1.36,1070.0,Cardio,2.7,3,2,27.69,0-29,100-130,overweight
55,Male,86.4,1.77,176,157,61,1.0,777.0,Yoga,2.8,3,2,27.58,50-100,80-99,overweight
47,Female,61.9,1.54,190,131,61,1.95,1150.0,Yoga,2.7,4,3,26.1,40-49,60-79,overweight
30,Male,62.9,1.92,170,127,70,1.13,789.0,HIIT,3.6,2,1,17.06,30-39,60-79,under weight
39,Male,58.3,1.93,165,136,58,1.35,1010.0,Cardio,3.7,4,2,15.65,30-39,40-59,under weight
27,Male,102.6,1.83,199,123,58,1.41,954.0,HIIT,3.5,3,2,30.64,0-29,100-130,obesity
44,Female,61.7,1.55,196,129,66,1.41,819.0,Strength,2.6,4,2,25.68,40-49,60-79,overweight
56,Male,107.8,1.73,185,126,50,1.09,680.0,Yoga,2.8,3,2,36.02,50-100,100-130,obesity
23,Male,81.4,1.85,194,150,74,1.6,1320.0,Cardio,3.5,4,3,23.78,0-29,80-99,healthy
51,Male,109.3,1.78,182,157,64,0.54,420.0,Strength,3.3,3,1,34.5,50-100,100-130,obesity
29,Male,80.8,1.98,160,145,50,1.65,1316.0,Strength,3.5,5,3,20.61,0-29,80-99,healthy
47,Male,86.6,1.99,182,153,70,1.98,1500.0,Strength,3.5,4,3,21.87,40-49,80-99,healthy
37,Male,76.9,1.82,192,121,50,1.49,992.0,Strength,2.8,4,2,23.22,30-39,60-79,healthy
56,Male,48.3,1.87,165,156,51,0.68,525.0,HIIT,3.3,3,1,13.81,50-100,40-59,under weight
44,Male,82.5,1.79,167,155,70,1.51,1159.0,HIIT,3.5,5,3,25.75,40-49,80-99,overweight
22,Female,63.2,1.54,191,155,53,1.02,790.0,Cardio,2.4,4,2,26.65,0-29,60-79,overweight
21,Male,96.7,1.72,161,151,62,1.26,1046.0,Strength,2.8,3,1,32.69,0-29,80-99,obesity
37,Male,103.5,1.89,175,168,57,0.54,499.0,Cardio,3.1,2,1,28.97,30-39,100-130,overweight
18,Female,67.4,1.6,182,164,71,0.6,492.0,Strength,2.4,3,1,26.33,0-29,60-79,overweight
26,Female,71.2,1.5,182,142,54,1.15,816.0,Cardio,2.6,2,1,31.64,0-29,60-79,obesity
33,Female,65.3,1.71,172,135,74,1.18,796.0,HIIT,2.5,4,2,22.33,30-39,60-79,healthy
43,Female,53.1,1.59,187,136,72,0.82,502.0,Strength,2.5,2,1,21.0,40-49,40-59,healthy
37,Male,75.1,1.82,189,127,60,1.23,859.0,Yoga,3.2,4,2,22.67,30-39,60-79,healthy
51,Female,77.3,1.58,171,168,68,0.97,733.0,Cardio,2.0,2,1,30.96,50-100,60-79,obesity
28,Male,121.7,1.94,185,127,52,1.03,719.0,Strength,2.6,4,2,32.34,0-29,100-130,obesity
34,Male,88.0,1.64,197,147,70,1.9,1536.0,Yoga,3.5,4,3,32.72,30-39,80-99,obesity
56,Female,59.3,1.56,182,155,57,1.26,879.0,Cardio,2.6,4,2,24.37,50-100,40-59,healthy
29,Male,68.0,1.7,190,150,60,0.76,627.0,HIIT,2.9,2,1,23.53,0-29,60-79,healthy
22,Female,42.8,1.56,174,133,66,1.47,978.0,Strength,2.6,3,2,17.59,0-29,40-59,under weight
37,Female,71.2,1.64,162,120,73,1.11,666.0,HIIT,1.7,3,2,26.47,30-39,60-79,overweight
21,Female,61.3,1.57,191,152,64,1.94,1474.0,HIIT,2.7,4,3,24.87,0-29,60-79,healthy
31,Female,77.4,1.71,190,137,52,1.26,863.0,Cardio,1.8,4,2,26.47,30-39,60-79,overweight
48,Male,114.9,1.86,175,141,56,1.36,949.0,Cardio,3.6,3,1,33.21,40-49,100-130,obesity
45,Female,65.4,1.68,196,129,66,0.76,441.0,HIIT,2.6,3,1,23.17,40-49,60-79,healthy
31,Male,75.5,1.93,168,135,68,0.6,446.0,Cardio,3.4,2,1,20.27,30-39,60-79,healthy
23,Male,87.3,1.91,164,129,58,1.87,1327.0,HIIT,3.5,5,3,23.93,0-29,80-99,healthy
37,Female,54.6,1.57,170,150,62,1.31,982.0,Strength,2.4,3,1,22.15,30-39,40-59,healthy
18,Male,82.3,1.84,190,148,66,1.73,1408.0,HIIT,3.5,5,3,24.31,0-29,80-99,healthy
47,Female,49.9,1.69,178,147,64,1.48,979.0,HIIT,1.7,3,2,17.47,40-49,40-59,under weight
39,Male,107.7,1.88,162,160,59,0.72,634.0,Strength,3.6,2,1,30.47,30-39,100-130,obesity
45,Male,46.6,1.79,176,168,55,1.46,1214.0,Yoga,2.4,3,2,14.54,40-49,40-59,under weight
59,Female,75.8,1.77,167,128,53,1.46,841.0,Strength,1.8,3,1,24.19,50-100,60-79,healthy
45,Male,118.4,1.95,178,168,59,1.06,881.0,Yoga,2.4,3,2,31.14,40-49,100-130,obesity
45,Male,80.8,1.76,183,131,54,1.7,1102.0,Yoga,3.5,4,3,26.08,40-49,80-99,overweight
24,Female,59.4,1.5,199,132,60,1.25,825.0,Yoga,2.0,3,2,26.4,0-29,40-59,overweight
23,Female,47.4,1.6,196,154,50,0.76,585.0,Strength,1.6,3,1,18.52,0-29,40-59,healthy
54,Female,78.1,1.6,198,145,73,1.1,718.0,Yoga,2.4,4,2,30.51,50-100,60-79,obesity
59,Male,50.3,1.95,188,167,55,1.07,885.0,Strength,3.4,3,1,13.23,50-100,40-59,under weight
19,Female,73.9,1.77,198,137,64,1.28,877.0,Strength,2.6,3,2,23.59,0-29,60-79,healthy
